Boid, OtherBoid
Boid3,Boid6,3.199854
Boid4,Boid6,3.199854
Boid5,Boid2,3.199854
Boid6,Boid9,3.199854
Boid7,Boid0,3.199854
Boid8,Boid6,3.199854
Boid9,Boid6,3.199854
Boid0,Boid7,3.206181
Boid1,Boid0,3.206181
Boid2,Boid5,3.206181
Boid3,Boid6,3.206181
Boid4,Boid9,3.206181
Boid5,Boid2,3.206181
Boid6,Boid9,3.206181
Boid7,Boid0,3.206181
Boid8,Boid6,3.206181
Boid9,Boid6,3.206181
Boid0,Boid7,3.212339
Boid1,Boid0,3.212339
Boid2,Boid5,3.212339
Boid3,Boid6,3.212339
Boid4,Boid9,3.212339
Boid5,Boid2,3.212339
Boid6,Boid9,3.212339
Boid7,Boid0,3.212339
Boid8,Boid6,3.212339
Boid9,Boid6,3.212339
Boid0,Boid7,3.219871
Boid1,Boid0,3.219871
Boid2,Boid5,3.219871
Boid3,Boid6,3.219871
Boid4,Boid9,3.219871
Boid5,Boid2,3.219871
Boid6,Boid9,3.219871
Boid7,Boid0,3.219871
Boid8,Boid6,3.219871
Boid9,Boid6,3.219871
Boid0,Boid7,3.226309
Boid1,Boid0,3.226309
Boid2,Boid5,3.226309
Boid3,Boid6,3.226309
Boid4,Boid9,3.226309
Boid5,Boid2,3.226309
Boid6,Boid9,3.226309
Boid7,Boid0,3.226309
Boid8,Boid6,3.226309
Boid9,Boid6,3.226309
Boid0,Boid7,3.232513
Boid1,Boid0,3.232513
Boid2,Boid5,3.232513
Boid3,Boid6,3.232513
Boid4,Boid9,3.232513
Boid5,Boid2,3.232513
Boid6,Boid9,3.232513
Boid7,Boid0,3.232513
Boid8,Boid6,3.232513
Boid9,Boid6,3.232513
Boid0,Boid7,3.238237
Boid1,Boid0,3.238237
Boid2,Boid5,3.238237
Boid3,Boid6,3.238237
Boid4,Boid9,3.238237
Boid5,Boid2,3.238237
Boid6,Boid9,3.238237
Boid7,Boid0,3.238237
Boid8,Boid6,3.238237
Boid9,Boid6,3.238237
Boid0,Boid7,3.243896
Boid1,Boid0,3.243896
Boid2,Boid5,3.243896
Boid3,Boid6,3.243896
Boid4,Boid9,3.243896
Boid5,Boid2,3.243896
Boid6,Boid9,3.243896
Boid7,Boid0,3.243896
Boid8,Boid6,3.243896
Boid9,Boid6,3.243896
Boid0,Boid7,3.249756
Boid1,Boid0,3.249756
Boid2,Boid5,3.249756
Boid3,Boid6,3.249756
Boid4,Boid9,3.249756
Boid5,Boid2,3.249756
Boid6,Boid9,3.249756
Boid7,Boid0,3.249756
Boid8,Boid6,3.249756
Boid9,Boid6,3.249756
Boid0,Boid7,3.25561
Boid1,Boid0,3.25561
Boid2,Boid5,3.25561
Boid3,Boid6,3.25561
Boid4,Boid9,3.25561
Boid5,Boid2,3.25561
Boid6,Boid9,3.25561
Boid7,Boid0,3.25561
Boid8,Boid6,3.25561
Boid9,Boid6,3.25561
Boid0,Boid7,3.261456
Boid1,Boid0,3.261456
Boid2,Boid5,3.261456
Boid3,Boid6,3.261456
Boid4,Boid9,3.261456
Boid5,Boid2,3.261456
Boid6,Boid9,3.261456
Boid7,Boid0,3.261456
Boid8,Boid6,3.261456
Boid9,Boid6,3.261456
Boid0,Boid7,3.26941
Boid1,Boid0,3.26941
Boid2,Boid5,3.26941
Boid3,Boid6,3.26941
Boid4,Boid9,3.26941
Boid5,Boid2,3.26941
Boid6,Boid9,3.26941
Boid7,Boid0,3.26941
Boid8,Boid6,3.26941
Boid9,Boid6,3.26941
Boid0,Boid7,3.274933
Boid1,Boid0,3.274933
Boid2,Boid5,3.274933
Boid3,Boid6,3.274933
Boid4,Boid9,3.274933
Boid5,Boid2,3.274933
Boid6,Boid9,3.274933
Boid7,Boid0,3.274933
Boid8,Boid6,3.274933
Boid9,Boid6,3.274933
Boid0,Boid7,3.280155
Boid1,Boid0,3.280155
Boid2,Boid5,3.280155
Boid3,Boid6,3.280155
Boid4,Boid9,3.280155
Boid5,Boid2,3.280155
Boid6,Boid9,3.280155
Boid7,Boid0,3.280155
Boid8,Boid6,3.280155
Boid9,Boid6,3.280155
Boid0,Boid7,3.285526
Boid1,Boid0,3.285526
Boid2,Boid5,3.285526
Boid3,Boid6,3.285526
Boid4,Boid9,3.285526
Boid5,Boid2,3.285526
Boid6,Boid9,3.285526
Boid7,Boid0,3.285526
Boid8,Boid6,3.285526
Boid9,Boid6,3.285526
Boid0,Boid7,3.291538
Boid1,Boid0,3.291538
Boid2,Boid5,3.291538
Boid3,Boid6,3.291538
Boid4,Boid9,3.291538
Boid5,Boid2,3.291538
Boid6,Boid9,3.291538
Boid7,Boid0,3.291538
Boid8,Boid6,3.291538
Boid9,Boid6,3.291538
Boid0,Boid7,3.297197
Boid1,Boid0,3.297197
Boid2,Boid5,3.297197
Boid3,Boid6,3.297197
Boid4,Boid9,3.297197
Boid5,Boid2,3.297197
Boid6,Boid9,3.297197
Boid7,Boid0,3.297197
Boid8,Boid6,3.297197
Boid9,Boid6,3.297197
Boid0,Boid7,3.302696
Boid1,Boid0,3.302696
Boid2,Boid5,3.302696
Boid3,Boid6,3.302696
Boid4,Boid9,3.302696
Boid5,Boid2,3.302696
Boid6,Boid9,3.302696
Boid7,Boid0,3.302696
Boid8,Boid6,3.302696
Boid9,Boid6,3.302696
Boid0,Boid7,3.308412
Boid1,Boid0,3.308412
Boid2,Boid5,3.308412
Boid3,Boid6,3.308412
Boid4,Boid9,3.308412
Boid5,Boid2,3.308412
Boid6,Boid9,3.308412
Boid7,Boid0,3.308412
Boid8,Boid6,3.308412
Boid9,Boid6,3.308412
Boid0,Boid7,3.316136
Boid1,Boid0,3.316136
Boid2,Boid5,3.316136
Boid3,Boid6,3.316136
Boid4,Boid9,3.316136
Boid5,Boid2,3.316136
Boid6,Boid9,3.316136
Boid7,Boid0,3.316136
Boid8,Boid6,3.316136
Boid9,Boid6,3.316136
Boid0,Boid7,3.321745
Boid1,Boid0,3.321745
Boid2,Boid5,3.321745
Boid3,Boid6,3.321745
Boid4,Boid9,3.321745
Boid5,Boid2,3.321745
Boid6,Boid9,3.321745
Boid7,Boid0,3.321745
Boid8,Boid6,3.321745
Boid9,Boid6,3.321745
Boid0,Boid7,3.328301
Boid1,Boid0,3.328301
Boid2,Boid5,3.328301
Boid3,Boid6,3.328301
Boid4,Boid9,3.328301
Boid5,Boid2,3.328301
Boid6,Boid9,3.328301
Boid7,Boid0,3.328301
Boid8,Boid6,3.328301
Boid9,Boid6,3.328301
Boid0,Boid7,3.33361
Boid1,Boid0,3.33361
Boid2,Boid5,3.33361
Boid3,Boid6,3.33361
Boid4,Boid9,3.33361
Boid5,Boid2,3.33361
Boid6,Boid9,3.33361
Boid7,Boid0,3.33361
Boid8,Boid6,3.33361
Boid9,Boid6,3.33361
Boid0,Boid7,3.339458
Boid1,Boid0,3.339458
Boid2,Boid5,3.339458
Boid3,Boid6,3.339458
Boid4,Boid9,3.339458
Boid5,Boid2,3.339458
Boid6,Boid9,3.339458
Boid7,Boid0,3.339458
Boid8,Boid6,3.339458
Boid9,Boid6,3.339458
Boid0,Boid7,3.344915
Boid1,Boid0,3.344915
Boid2,Boid5,3.344915
Boid3,Boid6,3.344915
Boid4,Boid9,3.344915
Boid5,Boid2,3.344915
Boid6,Boid9,3.344915
Boid7,Boid0,3.344915
Boid8,Boid6,3.344915
Boid9,Boid6,3.344915
Boid0,Boid7,3.350221
Boid1,Boid0,3.350221
Boid2,Boid5,3.350221
Boid3,Boid6,3.350221
Boid4,Boid9,3.350221
Boid5,Boid2,3.350221
Boid6,Boid9,3.350221
Boid7,Boid0,3.350221
Boid8,Boid6,3.350221
Boid9,Boid6,3.350221
Boid0,Boid7,3.355945
Boid1,Boid0,3.355945
Boid2,Boid5,3.355945
Boid3,Boid6,3.355945
Boid4,Boid9,3.355945
Boid5,Boid2,3.355945
Boid6,Boid9,3.355945
Boid7,Boid0,3.355945
Boid8,Boid6,3.355945
Boid9,Boid6,3.355945
Boid0,Boid7,3.365424
Boid1,Boid0,3.365424
Boid2,Boid5,3.365424
Boid3,Boid6,3.365424
Boid4,Boid9,3.365424
Boid5,Boid2,3.365424
Boid6,Boid9,3.365424
Boid7,Boid0,3.365424
Boid8,Boid6,3.365424
Boid9,Boid6,3.365424
Boid0,Boid7,3.374056
Boid1,Boid0,3.374056
Boid2,Boid5,3.374056
Boid3,Boid6,3.374056
Boid4,Boid9,3.374056
Boid5,Boid2,3.374056
Boid6,Boid9,3.374056
Boid7,Boid0,3.374056
Boid8,Boid6,3.374056
Boid9,Boid6,3.374056
Boid0,Boid7,3.380328
Boid1,Boid0,3.380328
Boid2,Boid5,3.380328
Boid3,Boid6,3.380328
Boid4,Boid9,3.380328
Boid5,Boid2,3.380328
Boid6,Boid9,3.380328
Boid7,Boid0,3.380328
Boid8,Boid6,3.380328
Boid9,Boid6,3.380328
Boid0,Boid7,3.386312
Boid1,Boid0,3.386312
Boid2,Boid5,3.386312
Boid3,Boid6,3.386312
Boid4,Boid9,3.386312
Boid5,Boid2,3.386312
Boid6,Boid9,3.386312
Boid7,Boid0,3.386312
Boid8,Boid6,3.386312
Boid9,Boid6,3.386312
Boid0,Boid7,3.392215
Boid1,Boid0,3.392215
Boid2,Boid5,3.392215
Boid3,Boid6,3.392215
Boid4,Boid9,3.392215
Boid5,Boid2,3.392215
Boid6,Boid9,3.392215
Boid7,Boid0,3.392215
Boid8,Boid6,3.392215
Boid9,Boid6,3.392215
Boid0,Boid7,3.397832
Boid1,Boid0,3.397832
Boid2,Boid5,3.397832
Boid3,Boid6,3.397832
Boid4,Boid9,3.397832
Boid5,Boid2,3.397832
Boid6,Boid9,3.397832
Boid7,Boid0,3.397832
Boid8,Boid6,3.397832
Boid9,Boid6,3.397832
Boid0,Boid7,3.403594
Boid1,Boid0,3.403594
Boid2,Boid5,3.403594
Boid3,Boid6,3.403594
Boid4,Boid9,3.403594
Boid5,Boid2,3.403594
Boid6,Boid9,3.403594
Boid7,Boid0,3.403594
Boid8,Boid6,3.403594
Boid9,Boid6,3.403594
Boid0,Boid7,3.409644
Boid1,Boid0,3.409644
Boid2,Boid5,3.409644
Boid3,Boid6,3.409644
Boid4,Boid9,3.409644
Boid5,Boid2,3.409644
Boid6,Boid9,3.409644
Boid7,Boid0,3.409644
Boid8,Boid6,3.409644
Boid9,Boid6,3.409644
Boid0,Boid7,3.41698
Boid1,Boid0,3.41698
Boid2,Boid5,3.41698
Boid3,Boid6,3.41698
Boid4,Boid9,3.41698
Boid5,Boid2,3.41698
Boid6,Boid9,3.41698
Boid7,Boid0,3.41698
Boid8,Boid6,3.41698
Boid9,Boid6,3.41698
Boid0,Boid7,3.422484
Boid1,Boid0,3.422484
Boid2,Boid5,3.422484
Boid3,Boid6,3.422484
Boid4,Boid9,3.422484
Boid5,Boid2,3.422484
Boid6,Boid9,3.422484
Boid7,Boid0,3.422484
Boid8,Boid6,3.422484
Boid9,Boid6,3.422484
Boid0,Boid7,3.428721
Boid1,Boid0,3.428721
Boid2,Boid5,3.428721
Boid3,Boid6,3.428721
Boid4,Boid9,3.428721
Boid5,Boid2,3.428721
Boid6,Boid9,3.428721
Boid7,Boid0,3.428721
Boid8,Boid6,3.428721
Boid9,Boid6,3.428721
Boid0,Boid7,3.434033
Boid1,Boid0,3.434033
Boid2,Boid5,3.434033
Boid3,Boid6,3.434033
Boid4,Boid9,3.434033
Boid5,Boid2,3.434033
Boid6,Boid9,3.434033
Boid7,Boid0,3.434033
Boid8,Boid6,3.434033
Boid9,Boid6,3.434033
Boid0,Boid7,3.440114
Boid1,Boid0,3.440114
Boid2,Boid5,3.440114
Boid3,Boid6,3.440114
Boid4,Boid9,3.440114
Boid5,Boid2,3.440114
Boid6,Boid9,3.440114
Boid7,Boid0,3.440114
Boid8,Boid6,3.440114
Boid9,Boid6,3.440114
Boid0,Boid7,3.44556
Boid1,Boid0,3.44556
Boid2,Boid5,3.44556
Boid3,Boid6,3.44556
Boid4,Boid9,3.44556
Boid5,Boid2,3.44556
Boid6,Boid9,3.44556
Boid7,Boid0,3.44556
Boid8,Boid6,3.44556
Boid9,Boid6,3.44556
Boid0,Boid7,3.477994
Boid1,Boid0,3.477994
Boid2,Boid5,3.477994
Boid3,Boid6,3.477994
Boid4,Boid9,3.477994
Boid5,Boid2,3.477994
Boid6,Boid9,3.477994
Boid7,Boid0,3.477994
Boid8,Boid6,3.477994
Boid9,Boid6,3.477994
Boid0,Boid7,3.483388
Boid1,Boid0,3.483388
Boid2,Boid5,3.483388
Boid3,Boid6,3.483388
Boid4,Boid9,3.483388
Boid5,Boid2,3.483388
Boid6,Boid9,3.483388
Boid7,Boid0,3.483388
Boid8,Boid6,3.483388
Boid9,Boid6,3.483388
Boid0,Boid7,3.491578
Boid1,Boid0,3.491578
Boid2,Boid5,3.491578
Boid3,Boid6,3.491578
Boid4,Boid9,3.491578
Boid5,Boid2,3.491578
Boid6,Boid9,3.491578
Boid7,Boid0,3.491578
Boid8,Boid6,3.491578
Boid9,Boid6,3.491578
Boid0,Boid7,3.496886
Boid1,Boid0,3.496886
Boid2,Boid5,3.496886
Boid3,Boid6,3.496886
Boid4,Boid9,3.496886
Boid5,Boid2,3.496886
Boid6,Boid9,3.496886
Boid7,Boid0,3.496886
Boid8,Boid6,3.496886
Boid9,Boid6,3.496886
Boid0,Boid7,3.502434
Boid1,Boid0,3.502434
Boid2,Boid5,3.502434
Boid3,Boid6,3.502434
Boid4,Boid9,3.502434
Boid5,Boid2,3.502434
Boid6,Boid9,3.502434
Boid7,Boid0,3.502434
Boid8,Boid6,3.502434
Boid9,Boid6,3.502434
Boid0,Boid7,3.508506
Boid1,Boid0,3.508506
Boid2,Boid5,3.508506
Boid3,Boid6,3.508506
Boid4,Boid9,3.508506
Boid5,Boid2,3.508506
Boid6,Boid9,3.508506
Boid7,Boid0,3.508506
Boid8,Boid6,3.508506
Boid9,Boid6,3.508506
Boid0,Boid7,3.514228
Boid1,Boid0,3.514228
Boid2,Boid5,3.514228
Boid3,Boid6,3.514228
Boid4,Boid9,3.514228
Boid5,Boid2,3.514228
Boid6,Boid9,3.514228
Boid7,Boid0,3.514228
Boid8,Boid6,3.514228
Boid9,Boid6,3.514228
Boid0,Boid7,3.519523
Boid1,Boid0,3.519523
Boid2,Boid5,3.519523
Boid3,Boid6,3.519523
Boid4,Boid9,3.519523
Boid5,Boid2,3.519523
Boid6,Boid9,3.519523
Boid7,Boid0,3.519523
Boid8,Boid6,3.519523
Boid9,Boid6,3.519523
Boid0,Boid7,3.52532
Boid1,Boid0,3.52532
Boid2,Boid5,3.52532
Boid3,Boid6,3.52532
Boid4,Boid9,3.52532
Boid5,Boid2,3.52532
Boid6,Boid9,3.52532
Boid7,Boid0,3.52532
Boid8,Boid6,3.52532
Boid9,Boid6,3.52532
Boid0,Boid7,3.531063
Boid1,Boid0,3.531063
Boid2,Boid5,3.531063
Boid3,Boid6,3.531063
Boid4,Boid9,3.531063
Boid5,Boid2,3.531063
Boid6,Boid9,3.531063
Boid7,Boid0,3.531063
Boid8,Boid6,3.531063
Boid9,Boid6,3.531063
Boid0,Boid7,3.538708
Boid1,Boid0,3.538708
Boid2,Boid5,3.538708
Boid3,Boid6,3.538708
Boid4,Boid9,3.538708
Boid5,Boid2,3.538708
Boid6,Boid9,3.538708
Boid7,Boid0,3.538708
Boid8,Boid6,3.538708
Boid9,Boid6,3.538708
Boid0,Boid7,3.544455
Boid1,Boid0,3.544455
Boid2,Boid5,3.544455
Boid3,Boid6,3.544455
Boid4,Boid9,3.544455
Boid5,Boid2,3.544455
Boid6,Boid9,3.544455
Boid7,Boid0,3.544455
Boid8,Boid6,3.544455
Boid9,Boid6,3.544455
Boid0,Boid7,3.550032
Boid1,Boid0,3.550032
Boid2,Boid5,3.550032
Boid3,Boid6,3.550032
Boid4,Boid9,3.550032
Boid5,Boid2,3.550032
Boid6,Boid9,3.550032
Boid7,Boid0,3.550032
Boid8,Boid6,3.550032
Boid9,Boid6,3.550032
Boid0,Boid7,3.555654
Boid1,Boid0,3.555654
Boid2,Boid5,3.555654
Boid3,Boid6,3.555654
Boid4,Boid9,3.555654
Boid5,Boid2,3.555654
Boid6,Boid9,3.555654
Boid7,Boid0,3.555654
Boid8,Boid6,3.555654
Boid9,Boid6,3.555654
Boid0,Boid7,3.561446
Boid1,Boid0,3.561446
Boid2,Boid5,3.561446
Boid3,Boid6,3.561446
Boid4,Boid9,3.561446
Boid5,Boid2,3.561446
Boid6,Boid9,3.561446
Boid7,Boid0,3.561446
Boid8,Boid6,3.561446
Boid9,Boid6,3.561446
Boid0,Boid7,3.566823
Boid1,Boid0,3.566823
Boid2,Boid5,3.566823
Boid3,Boid6,3.566823
Boid4,Boid9,3.566823
Boid5,Boid2,3.566823
Boid6,Boid9,3.566823
Boid7,Boid0,3.566823
Boid8,Boid6,3.566823
Boid9,Boid6,3.566823
Boid0,Boid7,3.572386
Boid1,Boid0,3.572386
Boid2,Boid5,3.572386
Boid3,Boid6,3.572386
Boid4,Boid9,3.572386
Boid5,Boid2,3.572386
Boid6,Boid9,3.572386
Boid7,Boid0,3.572386
Boid8,Boid6,3.572386
Boid9,Boid6,3.572386
Boid0,Boid7,3.580057
Boid1,Boid0,3.580057
Boid2,Boid5,3.580057
Boid3,Boid6,3.580057
Boid4,Boid9,3.580057
Boid5,Boid2,3.580057
Boid6,Boid9,3.580057
Boid7,Boid0,3.580057
Boid8,Boid6,3.580057
Boid9,Boid6,3.580057
Boid0,Boid7,3.585528
Boid1,Boid0,3.585528
Boid2,Boid5,3.585528
Boid3,Boid6,3.585528
Boid4,Boid9,3.585528
Boid5,Boid2,3.585528
Boid6,Boid9,3.585528
Boid7,Boid0,3.585528
Boid8,Boid6,3.585528
Boid9,Boid6,3.585528
Boid0,Boid7,3.591549
Boid1,Boid0,3.591549
Boid2,Boid5,3.591549
Boid3,Boid6,3.591549
Boid4,Boid9,3.591549
Boid5,Boid2,3.591549
Boid6,Boid9,3.591549
Boid7,Boid0,3.591549
Boid8,Boid6,3.591549
Boid9,Boid6,3.591549
Boid0,Boid7,3.597183
Boid1,Boid0,3.597183
Boid2,Boid5,3.597183
Boid3,Boid6,3.597183
Boid4,Boid9,3.597183
Boid5,Boid2,3.597183
Boid6,Boid9,3.597183
Boid7,Boid0,3.597183
Boid8,Boid6,3.597183
Boid9,Boid4,3.597183
Boid0,Boid7,3.602458
Boid1,Boid0,3.602458
Boid2,Boid5,3.602458
Boid3,Boid6,3.602458
Boid4,Boid9,3.602458
Boid5,Boid2,3.602458
Boid6,Boid9,3.602458
Boid7,Boid0,3.602458
Boid8,Boid6,3.602458
Boid9,Boid6,3.602458
Boid0,Boid7,3.608313
Boid1,Boid0,3.608313
Boid2,Boid5,3.608313
Boid3,Boid6,3.608313
Boid4,Boid9,3.608313
Boid5,Boid2,3.608313
Boid6,Boid9,3.608313
Boid7,Boid0,3.608313
Boid8,Boid6,3.608313
Boid9,Boid6,3.608313
Boid0,Boid7,3.613718
Boid1,Boid0,3.613718
Boid2,Boid5,3.613718
Boid3,Boid6,3.613718
Boid4,Boid9,3.613718
Boid5,Boid2,3.613718
Boid6,Boid9,3.613718
Boid7,Boid0,3.613718
Boid8,Boid6,3.613718
Boid9,Boid6,3.613718
Boid0,Boid7,3.619174
Boid1,Boid0,3.619174
Boid2,Boid5,3.619174
Boid3,Boid6,3.619174
Boid4,Boid9,3.619174
Boid5,Boid2,3.619174
Boid6,Boid9,3.619174
Boid7,Boid0,3.619174
Boid8,Boid6,3.619174
Boid9,Boid6,3.619174
Boid0,Boid7,3.62755
Boid1,Boid0,3.62755
Boid2,Boid5,3.62755
Boid3,Boid6,3.62755
Boid4,Boid9,3.62755
Boid5,Boid2,3.62755
Boid6,Boid9,3.62755
Boid7,Boid0,3.62755
Boid8,Boid6,3.62755
Boid9,Boid6,3.62755
Boid0,Boid7,3.633181
Boid1,Boid0,3.633181
Boid2,Boid5,3.633181
Boid3,Boid6,3.633181
Boid4,Boid9,3.633181
Boid5,Boid2,3.633181
Boid6,Boid9,3.633181
Boid7,Boid0,3.633181
Boid8,Boid6,3.633181
Boid9,Boid6,3.633181
Boid0,Boid7,3.638797
Boid1,Boid0,3.638797
Boid2,Boid5,3.638797
Boid3,Boid6,3.638797
Boid4,Boid9,3.638797
Boid5,Boid2,3.638797
Boid6,Boid9,3.638797
Boid7,Boid0,3.638797
Boid8,Boid6,3.638797
Boid9,Boid6,3.638797
Boid0,Boid7,3.644206
Boid1,Boid0,3.644206
Boid2,Boid5,3.644206
Boid3,Boid6,3.644206
Boid4,Boid9,3.644206
Boid5,Boid2,3.644206
Boid6,Boid9,3.644206
Boid7,Boid0,3.644206
Boid8,Boid6,3.644206
Boid9,Boid6,3.644206
Boid0,Boid7,3.650338
Boid1,Boid0,3.650338
Boid2,Boid5,3.650338
Boid3,Boid6,3.650338
Boid4,Boid9,3.650338
Boid5,Boid2,3.650338
Boid6,Boid9,3.650338
Boid7,Boid0,3.650338
Boid8,Boid6,3.650338
Boid9,Boid6,3.650338
Boid0,Boid7,3.655689
Boid1,Boid0,3.655689
Boid2,Boid5,3.655689
Boid3,Boid6,3.655689
Boid4,Boid9,3.655689
Boid5,Boid2,3.655689
Boid6,Boid9,3.655689
Boid7,Boid0,3.655689
Boid8,Boid6,3.655689
Boid9,Boid6,3.655689
Boid0,Boid7,3.661366
Boid1,Boid0,3.661366
Boid2,Boid5,3.661366
Boid3,Boid6,3.661366
Boid4,Boid9,3.661366
Boid5,Boid2,3.661366
Boid6,Boid9,3.661366
Boid7,Boid0,3.661366
Boid8,Boid6,3.661366
Boid9,Boid6,3.661366
Boid0,Boid7,3.66671
Boid1,Boid0,3.66671
Boid2,Boid5,3.66671
Boid3,Boid6,3.66671
Boid4,Boid9,3.66671
Boid5,Boid2,3.66671
Boid6,Boid9,3.66671
Boid7,Boid0,3.66671
Boid8,Boid6,3.66671
Boid9,Boid6,3.66671
Boid0,Boid7,3.674555
Boid1,Boid0,3.674555
Boid2,Boid5,3.674555
Boid3,Boid6,3.674555
Boid4,Boid9,3.674555
Boid5,Boid2,3.674555
Boid6,Boid9,3.674555
Boid7,Boid0,3.674555
Boid8,Boid6,3.674555
Boid9,Boid6,3.674555
Boid0,Boid7,3.680409
Boid1,Boid0,3.680409
Boid2,Boid5,3.680409
Boid3,Boid6,3.680409
Boid4,Boid9,3.680409
Boid5,Boid2,3.680409
Boid6,Boid9,3.680409
Boid7,Boid0,3.680409
Boid8,Boid6,3.680409
Boid9,Boid6,3.680409
Boid0,Boid7,3.685808
Boid1,Boid0,3.685808
Boid2,Boid5,3.685808
Boid3,Boid6,3.685808
Boid4,Boid9,3.685808
Boid5,Boid2,3.685808
Boid6,Boid9,3.685808
Boid7,Boid0,3.685808
Boid8,Boid6,3.685808
Boid9,Boid6,3.685808
Boid0,Boid7,3.691816
Boid1,Boid0,3.691816
Boid2,Boid5,3.691816
Boid3,Boid6,3.691816
Boid4,Boid9,3.691816
Boid5,Boid2,3.691816
Boid6,Boid9,3.691816
Boid7,Boid0,3.691816
Boid8,Boid6,3.691816
Boid9,Boid6,3.691816
Boid0,Boid7,3.698019
Boid1,Boid0,3.698019
Boid2,Boid5,3.698019
Boid3,Boid6,3.698019
Boid4,Boid9,3.698019
Boid5,Boid2,3.698019
Boid6,Boid9,3.698019
Boid7,Boid0,3.698019
Boid8,Boid6,3.698019
Boid9,Boid6,3.698019
Boid0,Boid7,3.70344
Boid1,Boid0,3.70344
Boid2,Boid5,3.70344
Boid3,Boid6,3.70344
Boid4,Boid9,3.70344
Boid5,Boid2,3.70344
Boid6,Boid9,3.70344
Boid7,Boid0,3.70344
Boid8,Boid6,3.70344
Boid9,Boid6,3.70344
Boid0,Boid7,3.709046
Boid1,Boid0,3.709046
Boid2,Boid5,3.709046
Boid3,Boid6,3.709046
Boid4,Boid9,3.709046
Boid5,Boid2,3.709046
Boid6,Boid9,3.709046
Boid7,Boid0,3.709046
Boid8,Boid6,3.709046
Boid9,Boid6,3.709046
Boid0,Boid7,3.714458
Boid1,Boid0,3.714458
Boid2,Boid5,3.714458
Boid3,Boid6,3.714458
Boid4,Boid9,3.714458
Boid5,Boid2,3.714458
Boid6,Boid9,3.714458
Boid7,Boid0,3.714458
Boid8,Boid6,3.714458
Boid9,Boid6,3.714458
Boid0,Boid7,3.722592
Boid1,Boid0,3.722592
Boid2,Boid5,3.722592
Boid3,Boid6,3.722592
Boid4,Boid9,3.722592
Boid5,Boid2,3.722592
Boid6,Boid9,3.722592
Boid7,Boid0,3.722592
Boid8,Boid6,3.722592
Boid9,Boid6,3.722592
Boid0,Boid7,3.727975
Boid1,Boid0,3.727975
Boid2,Boid5,3.727975
Boid3,Boid6,3.727975
Boid4,Boid9,3.727975
Boid5,Boid2,3.727975
Boid6,Boid9,3.727975
Boid7,Boid0,3.727975
Boid8,Boid6,3.727975
Boid9,Boid6,3.727975
Boid0,Boid7,3.733226
Boid1,Boid0,3.733226
Boid2,Boid5,3.733226
Boid3,Boid6,3.733226
Boid4,Boid9,3.733226
Boid5,Boid2,3.733226
Boid6,Boid9,3.733226
Boid7,Boid0,3.733226
Boid8,Boid6,3.733226
Boid9,Boid6,3.733226
Boid0,Boid7,3.73877
Boid1,Boid0,3.73877
Boid2,Boid5,3.73877
Boid3,Boid6,3.73877
Boid4,Boid9,3.73877
Boid5,Boid2,3.73877
Boid6,Boid9,3.73877
Boid7,Boid0,3.73877
Boid8,Boid6,3.73877
Boid9,Boid6,3.73877
Boid0,Boid7,3.744426
Boid1,Boid0,3.744426
Boid2,Boid5,3.744426
Boid3,Boid6,3.744426
Boid4,Boid9,3.744426
Boid5,Boid2,3.744426
Boid6,Boid9,3.744426
Boid7,Boid0,3.744426
Boid8,Boid6,3.744426
Boid9,Boid6,3.744426
Boid0,Boid7,3.749849
Boid1,Boid0,3.749849
Boid2,Boid5,3.749849
Boid3,Boid6,3.749849
Boid4,Boid9,3.749849
Boid5,Boid2,3.749849
Boid6,Boid9,3.749849
Boid7,Boid0,3.749849
Boid8,Boid6,3.749849
Boid9,Boid6,3.749849
Boid0,Boid7,3.755591
Boid1,Boid0,3.755591
Boid2,Boid5,3.755591
Boid3,Boid6,3.755591
Boid4,Boid9,3.755591
Boid5,Boid2,3.755591
Boid6,Boid9,3.755591
Boid7,Boid0,3.755591
Boid8,Boid6,3.755591
Boid9,Boid6,3.755591
Boid0,Boid7,3.761194
Boid1,Boid0,3.761194
Boid2,Boid5,3.761194
Boid3,Boid6,3.761194
Boid4,Boid9,3.761194
Boid5,Boid2,3.761194
Boid6,Boid9,3.761194
Boid7,Boid0,3.761194
Boid8,Boid6,3.761194
Boid9,Boid6,3.761194
Boid0,Boid7,3.768586
Boid1,Boid0,3.768586
Boid2,Boid5,3.768586
Boid3,Boid6,3.768586
Boid4,Boid9,3.768586
Boid5,Boid2,3.768586
Boid6,Boid9,3.768586
Boid7,Boid0,3.768586
Boid8,Boid6,3.768586
Boid9,Boid6,3.768586
Boid0,Boid7,3.774286
Boid1,Boid0,3.774286
Boid2,Boid5,3.774286
Boid3,Boid6,3.774286
Boid4,Boid9,3.774286
Boid5,Boid2,3.774286
Boid6,Boid9,3.774286
Boid7,Boid0,3.774286
Boid8,Boid6,3.774286
Boid9,Boid6,3.774286
Boid0,Boid7,3.779751
Boid1,Boid0,3.779751
Boid2,Boid5,3.779751
Boid3,Boid6,3.779751
Boid4,Boid9,3.779751
Boid5,Boid2,3.779751
Boid6,Boid9,3.779751
Boid7,Boid0,3.779751
Boid8,Boid6,3.779751
Boid9,Boid6,3.779751
Boid0,Boid7,3.785374
Boid1,Boid0,3.785374
Boid2,Boid5,3.785374
Boid3,Boid6,3.785374
Boid4,Boid9,3.785374
